SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
511473,IND.BANK MER,T ,Q,27.35,27.90,26.60,26.60,26.60,27.95,87,18193,491048.00,
511501,BHARAT BHUSH,X ,Q,21.40,21.40,19.95,20.25,20.00,20.00,15,1387,28279.00,
511505,CAPITAL TRUS,B ,Q,492.15,502.00,467.70,490.45,490.45,476.10,146,2891,1405255.00,
511509,VIVO BIO TEC,XT,Q,50.70,50.70,48.55,48.55,48.55,48.55,12,1049,52190.00,
511523,VEERHEALTH  ,X ,Q,16.50,17.00,15.55,16.95,16.95,16.50,41,4602,75662.00,
511533,SAHARA HOUSG,X ,Q,76.95,76.95,68.05,69.15,69.15,71.00,14,867,61258.00,
511543,GSB FINANCE ,X ,Q,9.89,10.87,9.89,9.90,9.90,10.41,6,223,2286.00,
511549,MORARKA FIN.,X ,Q,35.85,35.85,32.50,32.95,35.00,34.15,8,504,16491.00,
511551,MONARCH     ,X ,Q,75.95,79.80,73.00,73.35,74.50,78.85,184,22310,1690104.00,
511557,PRO FIN CAP.,XT,Q,231.95,231.95,215.00,221.90,221.90,224.30,34,25638,5582049.00,
511559,TIMES GUARAN,B ,Q,58.60,58.95,58.60,58.60,58.60,61.65,6,650,38113.00,
511571,SOMDATT FIN ,XT,Q,6.00,6.01,5.50,5.50,5.50,5.75,6,2565,15157.00,
511589,AVONMORE    ,X ,Q,37.00,37.50,34.50,35.35,35.35,36.30,513,83617,2961944.00,
511593,LIBORD FIN  ,X ,Q,16.19,16.19,14.70,14.70,14.70,15.43,5,2300,36790.00,
511601,YASH MANAGE.,ST,Q,9.36,9.36,9.36,9.36,9.36,9.85,14,4000,37440.00,
511605,ARIHANT CAP.,X ,Q,153.45,153.45,142.05,146.25,147.20,149.80,83,6333,921880.00,
511609,ISL CONSULT ,X ,Q,20.50,20.75,19.60,19.75,19.60,19.85,40,70410,1405268.00,
511611,DCM FINANCIA,B ,Q,3.28,3.28,3.13,3.13,3.13,3.13,2,10100,33113.00,
511628,IMCAP       ,X ,Q,63.50,66.90,56.10,59.60,60.00,62.00,62,23570,1474444.00,
511630,SAMBHAAV MED,B ,Q,11.67,11.67,11.10,11.10,11.10,11.68,47,59699,662784.00,
511654,SUGAL DAM   ,X ,Q,17.60,17.60,17.60,17.60,17.60,16.80,8,4114,72406.00,
511658,NETTLINX LTD,X ,Q,95.00,95.00,84.00,87.85,88.00,88.40,85,19337,1692805.00,
511664,BGIL FL TEC ,XT,Q,3.19,3.34,3.19,3.34,3.34,3.19,2,1010,3223.00,
511676,GIC HOUSING ,A ,Q,414.75,420.10,398.00,400.40,400.40,409.90,787,22642,9141859.00,
511688,MATHEW EASOW,X ,Q,16.95,16.95,16.95,16.95,16.95,17.75,2,100,1695.00,
511702,PARSHARTI IN,X ,Q,5.56,5.56,5.56,5.56,5.56,5.30,1,100,556.00,
511724,BAID LEASING,X ,Q,176.95,176.95,162.00,168.30,168.30,174.75,95,2604,433950.00,
511726,VIPUL LTD   ,B ,Q,68.25,68.25,64.20,64.20,64.20,69.50,49,1725,113446.00,
511730,TRC FINAN.SE,XT,Q,16.85,16.85,16.85,16.85,16.85,16.85,4,4000,67400.00,
511736,USHDEV INTNL,ST,Q,1.98,2.07,1.98,2.07,2.07,2.08,3,2105,4168.00,
511738,MEHTA SECUR.,XT,Q,8.64,8.64,8.64,8.64,8.64,8.23,1,100,864.00,
511740,MEHTA HOUSIN,XT,Q,8.67,8.67,8.67,8.67,8.67,9.11,1,100,867.00,
511754,SHALIB.FINAN,X ,Q,122.55,128.00,122.55,124.10,124.10,130.00,31,2489,309938.00,
511756,ABIRAMI FIN.,Z ,Q,7.80,7.80,7.80,7.80,7.80,7.80,2,1000,7800.00,
511758,MANSI FINANC,XT,Q,29.50,29.50,28.15,28.15,28.15,29.50,2,200,5765.00,
511764,UPASANA FIN.,XT,Q,33.40,36.90,33.40,36.90,36.90,35.15,7,123,4163.00,
511766,MUTHOOT CAP ,B ,Q,739.85,764.90,726.80,734.80,731.00,746.25,160,2776,2052640.00,
511768,MASTER TRUST,XT,Q,106.00,106.00,101.90,104.95,104.95,103.95,10,149,15254.00,
512018,CNI RES LTD ,X ,Q,3.24,3.47,3.20,3.23,3.34,3.50,21,7095,23485.00,
512020,SARASW.COMM.,X ,Q,15.44,15.44,15.44,15.44,15.44,14.71,1,17,262.00,
512047,ROYAL IND   ,XT,Q,1.99,1.99,1.90,1.94,1.97,1.90,11,6246,12415.00,
512068,DECCANGOLD  ,X ,Q,37.00,37.00,35.00,35.75,35.75,36.60,303,105201,3766451.00,
512070,UPL         ,A ,Q,715.00,724.00,701.45,704.10,704.10,717.15,1051,41364,29427779.00,
512093,CRANES SOFTW,T ,Q,4.18,4.20,3.98,3.98,3.98,4.18,123,177405,706895.00,
512131,SIGNET IND  ,B ,Q,8.93,9.10,8.50,8.72,8.75,8.91,170,367182,3253765.00,
512149,ADVANCE TECH,X ,Q,1.27,1.28,1.24,1.25,1.28,1.26,137,815028,1033283.00,
512161,8KMILES     ,B ,Q,800.00,866.65,793.25,810.30,810.30,787.40,9440,204331,171108922.00,
512175,VAMA INDS   ,X ,Q,25.25,26.20,24.80,25.70,25.75,25.45,60,12842,326694.00,
512179,SUNTECK REAL,A ,Q,409.90,418.00,393.90,406.70,406.15,409.50,789,49492,20327179.00,
512197,SILVEROAK   ,XT,Q,5.24,5.24,5.24,5.24,5.24,5.24,2,200,1048.00,
512217,PRISM MEDI  ,XT,Q,29.10,30.15,29.10,30.10,30.15,30.15,9,3058,90155.00,
512237,JAI CORP LTD,A ,Q,168.30,170.25,160.10,163.10,163.10,167.30,2177,219845,36221813.00,
512247,ASHIRWAD CAP,X ,Q,2.70,2.82,2.65,2.73,2.73,2.83,73,66099,178430.00,
512257,SVARTCORP   ,X ,Q,6.70,6.70,6.21,6.25,6.45,6.53,182,133422,849685.00,
512267,MEDIA MATRIX,ST,Q,5.58,5.58,5.06,5.39,5.58,5.32,26,36300,184956.00,
512289,SHIRPUR GOLD,B ,Q,161.00,161.50,158.00,160.20,158.00,161.50,55,2331,373823.00,
512296,BHAGYA INL  ,B ,Q,48.25,49.40,45.60,46.35,45.60,48.30,201,13572,638292.00,
512297,SHANTAI     ,X ,Q,143.25,143.25,140.00,140.00,140.00,143.15,9,111,15730.00,
512299,STERL.BIOTEC,B ,Q,3.70,3.95,3.65,3.70,3.70,3.70,40,59063,218324.00,
512301,CHAMBAL BREW,X ,Q,5.14,5.14,4.90,4.90,4.90,5.00,6,1131,5573.00,
512369,ENNORE COKE ,X ,Q,2.27,2.27,2.27,2.27,2.27,2.25,1,1,2.00,
512393,SHARDUL SECU,X ,Q,54.90,54.90,48.10,48.15,48.10,50.80,9,472,22803.00,
512417,TRITRADE    ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,2,600,294.00,
512425,NIRAV COMMER,X ,Q,249.15,249.15,249.15,249.15,249.15,237.30,3,81,20181.00,
512453,SHRI JAGDAMB,XT,Q,209.75,209.75,200.00,209.75,209.75,203.70,28,2313,481953.00,
512455,LLOYDS MET E,X ,Q,17.50,17.80,16.10,17.30,17.35,17.05,313,110349,1891281.00,
512463,SHREE GLOBAL,SS,Q,1.74,1.82,1.66,1.66,1.66,1.74,32,8852,15230.00,
512477,BETEX INDIA ,X ,Q,62.85,62.85,62.85,62.85,62.85,59.90,1,1,62.00,
512489,OASIS SECUR.,X ,Q,46.95,46.95,44.00,44.00,44.00,46.20,2,4,181.00,
512493,GARNET INTL ,X ,Q,1220.00,1292.00,1170.00,1170.50,1190.00,1230.80,159,7412,9095866.00,
512519,DONEAR IND. ,B ,Q,66.00,67.00,64.05,65.30,65.30,64.85,113,20563,1351730.00,
512527,SUPER SAL IN,X ,Q,670.00,676.50,620.05,643.40,640.00,671.00,50,1204,783673.00,
512529,SEQUENT     ,B ,Q,79.30,81.00,73.95,74.50,74.50,77.90,815,63986,4903509.00,
512531,STC INDIA   ,B ,Q,163.15,165.00,157.00,157.75,157.75,162.95,177,7113,1134328.00,
512553,ZENITH EXP. ,B ,Q,51.00,56.20,47.00,53.50,53.50,51.10,11,5200,272070.00,
512559,KOHINORFOODS,B ,Q,74.45,75.00,69.10,70.30,70.30,73.55,582,49619,3556337.00,
512573,AVANTI FEEDS,A ,Q,2400.00,2400.00,2317.00,2344.00,2345.00,2371.50,1291,7286,17089519.00,
512587,ZODIAC JRD  ,B ,Q,48.30,48.30,48.20,48.20,48.20,49.50,5,713,34387.00,
512589,SITA ENTER. ,X ,Q,19.75,19.75,19.75,19.75,19.75,20.70,1,120,2370.00,
512599,ADANI ENTER ,A ,Q,212.30,218.30,205.00,207.55,207.55,214.40,2924,567255,119399373.00,
512608,BHANDARI HOS,B ,Q,3.87,4.04,3.67,3.67,3.67,3.86,68,109947,414923.00,
512618,RLF LIMITED.,XT,Q,3.06,3.06,2.80,3.06,3.06,2.92,5,1860,5684.00,
512624,REGENTRP    ,XT,Q,5.70,5.70,5.16,5.16,5.16,5.43,14,10418,54578.00,
512626,ORBIT EXPORT,B ,Q,160.95,160.95,153.00,159.05,160.60,157.20,62,3382,524412.00,
512634,SAVERA IND  ,X ,Q,78.00,79.00,71.25,71.85,71.85,77.20,69,6652,508743.00,
513005,VBC FERRO   ,XT,Q,43.80,43.80,43.80,43.80,43.80,46.10,5,3500,153300.00,
513010,TATA SPONGE ,A ,Q,1084.10,1085.00,1045.00,1052.45,1052.45,1070.30,504,9806,10394720.00,
513023,NAV BHAR VEN,A ,Q,152.70,155.00,145.25,146.10,146.75,152.45,387,25595,3803599.00,
513043,REMI EDEL   ,X ,Q,37.00,37.00,32.05,35.00,35.00,35.20,36,931,31437.00,
513059,G.S.AUTO INT,X ,Q,14.75,14.75,14.65,14.65,14.65,15.40,26,7844,114929.00,
513063,TRANSFREIGHT,XT,Q,22.25,22.25,22.25,22.25,22.25,22.25,7,25837,574873.00,
513097,SHIV.BIMETAL,X ,Q,114.00,115.70,108.00,110.20,110.20,113.90,332,36636,4102759.00,
513108,GANDHI SP.TU,B ,Q,403.55,406.00,403.00,403.10,403.10,409.75,13,113,45692.00,
513121,ORICON ENT  ,B ,Q,64.20,65.45,61.25,62.30,62.30,63.70,816,245210,15338240.00,
513142,BALASORE    ,X ,Q,74.45,76.65,70.05,72.65,72.25,75.00,1140,167001,12205872.00,
513149,ACROW INDIA ,XT,Q,127.35,128.00,127.35,128.00,128.00,134.05,2,82,10475.00,
513151,STI INDIA LT,T ,Q,18.00,18.00,18.00,18.00,18.00,18.05,1,22,396.00,
513179,NAT STL AGRO,B ,Q,37.75,38.00,36.10,37.40,37.40,37.75,102,39296,1457914.00,
513216,UTTAM GALVA ,T ,Q,20.00,21.70,19.75,21.30,21.30,20.75,592,520734,10992964.00,
513228,PENNAR STEEL,B ,Q,62.60,63.75,60.40,61.05,60.65,62.40,352,52496,3246833.00,
513250,JYOTI STRUCT,B ,Q,10.18,10.36,9.76,10.33,10.33,10.15,139,170893,1709459.00,
513252,JAY USHIN   ,XT,Q,761.00,790.00,722.95,729.15,729.50,761.00,52,737,539117.00,
513262,ST.STR.WHEEL,B ,Q,1024.75,1027.25,953.65,972.75,971.00,1006.85,263,5533,5439926.00,
513269,MAN IND.(I) ,B ,Q,131.45,133.05,121.50,125.80,125.80,129.35,1419,154915,19412984.00,
513303,MODERN STEEL,X ,Q,18.50,18.50,17.05,17.55,17.55,17.90,6,1138,20614.00,
513307,SYNTHIKO FOI,XT,Q,33.90,34.00,32.00,34.00,34.00,32.40,7,739,24240.00,
513335,METALFORGE  ,B ,Q,31.80,31.80,28.90,28.95,28.90,30.30,91,11083,323182.00,
513349,AJMERA      ,B ,Q,248.00,253.10,232.15,234.00,234.00,244.80,1020,53949,13001950.00,
513353,COCHIN MIN. ,X ,Q,162.90,162.90,153.00,153.00,153.00,161.05,85,5924,913736.00,
513361,ISW LTD     ,X ,Q,3.66,3.66,3.33,3.33,3.33,3.50,246,396765,1344750.00,
513369,RAJKUMAR FRG,XT,Q,47.50,47.50,47.50,47.50,47.50,49.90,2,150,7125.00,
513375,CARBORUNDUM ,A ,Q,358.00,358.00,348.00,351.00,351.00,352.85,1483,42431,14858855.00,
513377,MINERAL&METL,A ,Q,56.75,56.75,54.50,54.85,54.85,55.90,705,142733,7879002.00,
513397,VALLABH STEL,X ,Q,32.00,32.00,30.00,31.45,31.45,30.55,7,1749,54625.00,
513401,ASHIANA ISP.,X ,Q,34.95,36.35,34.85,35.05,35.05,34.65,13,3047,107009.00,
513414,SMPL        ,T ,Q,1.43,1.44,1.36,1.36,1.36,1.43,31,47643,65231.00,
513434,TATA METALIK,B ,Q,827.45,829.50,801.00,812.15,812.15,817.05,695,17028,13823557.00,
513436,SHAH ALLOYS ,B ,Q,22.90,23.30,22.75,23.30,23.30,22.20,144,300165,6991213.00,
513446,MONNETISPA  ,B ,Q,26.55,27.00,25.95,26.20,26.20,26.55,272,46544,1222265.00,
513456,KANISHK ST. ,XT,Q,14.00,14.00,14.00,14.00,14.00,14.60,2,150,2100.00,
513472,SIMPLEX CAST,X ,Q,158.15,161.10,158.05,158.10,158.05,165.95,17,4895,786481.00,
513498,SOUTH.MAGNES,P ,Q,29.05,29.05,29.05,29.05,29.05,30.55,5,1200,34860.00,
513507,GUJ.CONTAIN.,P ,Q,15.70,15.70,15.70,15.70,15.70,16.50,1,100,1570.00,
513509,KALYANI FORG,T ,Q,311.00,318.95,311.00,318.85,318.85,320.00,13,1148,358705.00,
513511,PANCH.STEEL ,X ,Q,59.45,59.45,55.10,55.20,55.10,57.90,15,1844,104412.00,
513513,ADITYA ISPAT,X ,Q,6.70,6.70,6.70,6.70,6.70,6.60,1,1097,7349.00,
513515,S.R.INDUS.  ,XT,Q,34.00,34.00,33.80,33.80,33.80,35.55,11,3572,121093.00,
513517,STEELCAST   ,X ,Q,190.40,190.50,183.05,184.00,183.50,190.95,48,3859,721889.00,
513519,PITTI LAMIN.,B ,Q,92.50,94.15,87.05,88.60,88.60,93.00,256,20361,1829315.00,
513528,GLITTEK GRAN,XT,Q,2.74,2.74,2.74,2.74,2.74,2.86,1,45,123.00,
513532,PRADEEP MET.,X ,Q,103.05,103.50,98.05,101.45,102.25,103.20,46,6045,611266.00,
513534,VARDHMAN IND,X ,Q,12.15,12.50,12.06,12.43,12.43,12.69,35,15787,193463.00,
513540,T.N.STEEL TU,P ,Q,36.00,36.00,35.20,35.20,35.20,37.05,4,400,14245.00,
513548,SHARDA ISPAT,XT,Q,95.00,95.05,94.00,94.75,94.75,94.40,17,1819,172496.00,
513554,MAHA STEEL  ,B ,Q,81.00,81.55,76.00,76.50,76.50,80.10,71,3081,239640.00,
513558,REAL STRIPS ,X ,Q,10.05,10.05,10.00,10.05,10.05,9.58,37,4533,45531.00,
513566,NOVA IRON&ST,XT,Q,7.95,8.10,7.95,8.07,8.05,7.95,7,528,4255.00,
513597,SURANA INDS ,B ,Q,3.20,3.64,3.20,3.37,3.30,3.35,139,165260,544375.00,
513599,HIND.COPPER ,A ,Q,79.55,79.90,75.75,76.30,76.30,78.20,1582,397129,30676668.00,
513605,SRIPIPES    ,B ,Q,378.00,378.00,365.75,367.60,369.50,374.40,273,13907,5146917.00,
513642,AXEL POLYMER,XT,Q,24.55,24.55,22.50,24.45,24.50,23.40,14,3667,87606.00,
513683,NLCINDIA    ,A ,Q,101.95,101.95,97.50,98.50,98.40,99.75,446,56265,5544798.00,
513687,SPECTRA IND.,X ,Q,30.30,30.30,30.30,30.30,30.30,31.85,1,30,909.00,
513691,JMT AUTO LTD,B ,Q,5.09,5.10,4.85,4.93,4.92,4.94,38,19106,93550.00,
513693,KIC METALIKS,X ,Q,200.50,200.50,200.50,200.50,200.50,204.55,5,145,29072.00,
513699,SOLID STONE ,X ,Q,74.50,74.90,74.50,74.90,74.90,74.00,2,2010,149749.00,
513703,KUMAR WIRE  ,XT,Q,38.10,40.00,38.10,39.35,39.90,38.15,26,4273,167686.00,
513709,SHILP GRAVUR,X ,Q,147.40,149.65,140.20,145.55,146.50,147.45,96,3687,533370.00,
513713,WHITEORG    ,XT,Q,135.00,138.20,125.10,127.30,130.00,131.65,506,138108,18232530.00,
513723,HIMALAYA GR.,XT,Q,55.00,55.00,55.00,55.00,55.00,56.85,1,3,165.00,
513729,ARO GRANITE ,B ,Q,68.50,70.00,64.80,66.15,66.40,69.55,243,16036,1068690.00,
514010,HIM.FIBRES  ,X ,Q,6.54,6.54,6.40,6.40,6.40,6.06,3,1011,6471.00,
514028,RAJKAMAL SYN,XT,Q,17.50,18.45,17.20,18.45,18.45,18.00,12,2650,46910.00,
514030,DEEPAK SPINN,X ,Q,88.00,88.05,86.50,88.00,88.00,91.45,13,1251,109715.00,
514034,JBF IND.LTD ,B ,Q,175.85,175.85,169.00,170.05,170.40,175.40,125,4314,734622.00,
514036,LOY.TEX MILL,X ,Q,650.00,684.00,650.00,684.00,684.00,672.05,5,51,33184.00,
514043,HIMAT.SEIDE ,B ,Q,363.25,367.75,358.00,361.30,361.00,365.50,187,3697,1340453.00,
514045,BSL LTD.    ,B ,Q,83.50,83.50,82.00,82.00,82.00,86.30,34,4513,370218.00,
514087,PBM POLYTEX ,X ,Q,95.05,96.00,90.10,92.20,94.75,96.90,29,2494,231138.00,
514128,KONARK SYN. ,SS,Q,14.55,14.55,14.55,14.55,14.55,15.30,2,17,247.00,
514138,SURYALATA SP,X ,Q,175.00,175.00,162.05,164.70,165.90,170.70,30,1181,195873.00,
514140,SURYAVA SPIN,X ,Q,7.39,7.39,6.70,6.70,6.70,7.04,12,927,6351.00,
514142,TT LTD.     ,B ,Q,101.65,101.65,98.00,98.90,98.45,100.45,57,4177,416035.00,
514162,WELSPUN (I) ,A ,Q,66.15,67.40,64.60,64.95,64.95,66.10,694,112998,7391234.00,
514165,IND.ACRYLICS,X ,Q,17.45,17.60,16.80,16.90,17.00,17.25,253,187207,3216866.00,
514167,GANESH ECOSP,B ,Q,364.95,364.95,347.55,350.80,350.00,357.65,114,3647,1300079.00,
514171,CEETA IND.  ,XT,Q,11.79,11.79,11.79,11.79,11.79,11.23,1,100,1179.00,
514175,VARDHMAN POL,B ,Q,29.00,29.65,26.85,26.95,26.95,28.30,179,35495,965409.00,
514183,BLA ROS IND ,XT,Q,54.85,56.05,51.40,51.85,51.40,53.40,434,186409,10257375.00,
514211,SUMEET INDUS,B ,Q,27.50,27.50,26.05,26.20,26.20,26.65,329,71357,1907209.00,
514215,BINNY LTD.  ,X ,Q,225.00,229.00,215.00,222.95,220.10,223.05,46,5314,1174990.00,
514223,RAMGOPAL POL,T ,Q,8.44,8.44,8.02,8.02,8.02,8.44,5,880,7119.00,
514234,SANGAM INDIA,B ,Q,152.05,152.05,147.05,148.70,149.00,152.80,43,2170,324115.00,
514266,ZENITH FIBRE,XT,Q,113.10,116.95,113.10,115.20,113.70,116.95,13,685,77863.00,
514272,BHILWARA SP.,X ,Q,11.98,11.98,11.98,11.98,11.98,11.05,1,54,646.00,
514274,AARVEE DENIM,B ,Q,52.75,54.15,50.60,51.20,51.00,52.90,87,9356,487276.00,
514286,ASHIMA LTD. ,B ,Q,29.60,29.70,27.80,28.00,28.00,29.20,250,79948,2287206.00,
514300,PIONEER EMB ,B ,Q,38.15,38.70,37.50,37.60,38.50,38.20,37,1761,66268.00,
514302,VIPPY SPIN. ,X ,Q,49.05,50.40,48.50,48.50,48.50,48.20,17,2003,97249.00,
514316,RAGHUVIR SYN,XT,Q,124.00,126.00,124.00,126.00,126.00,120.00,7,660,82570.00,
514318,JATTAINDUS  ,P ,Q,32.70,35.70,32.70,35.70,35.70,34.00,2,700,23490.00,
514322,KAMADGIRI   ,X ,Q,147.70,147.70,131.10,135.05,136.00,142.60,63,1406,190631.00,
514326,PATSPIN INDI,B ,Q,22.25,22.50,21.15,21.60,21.60,22.00,26,3749,82220.00,
514348,WINSOME YRN ,B ,Q,2.32,2.32,2.24,2.27,2.27,2.28,12,22013,50351.00,
514354,PREMIER POLY,B ,Q,46.15,46.50,44.15,44.75,45.20,46.25,14,4307,194559.00,
514358,EVERLON SYN.,XT,Q,16.05,16.10,16.05,16.10,16.10,16.65,4,32008,513756.00,
514394,AJIL        ,X ,Q,70.50,70.50,70.10,70.10,70.10,71.50,7,411,28923.00,
514412,SARUPINDUS  ,X ,Q,70.00,70.75,69.25,70.75,70.75,68.25,8,238,16593.00,
514418,MANORG      ,X ,Q,208.55,209.30,202.00,203.10,203.05,207.70,145,12209,2487126.00,
514428,HINDU.ADHESI,X ,Q,128.00,129.70,115.10,122.55,123.95,125.00,61,2951,360204.00,
514442,SRI KPR IND ,XT,Q,25.00,26.95,25.00,26.95,26.95,26.00,3,107,2870.00,
514450,MAHA.RUBTECH,X ,Q,55.05,55.50,51.10,53.45,53.45,55.65,37,2370,127832.00,
514460,OSWAL YARNS ,XT,Q,6.55,6.82,6.55,6.82,6.82,6.50,2,35,229.00,
514470,WIMSOME TEXT,B ,Q,56.00,56.45,55.50,55.95,56.45,55.50,15,2574,143388.00,
514474,FAIRDEAL FIL,X ,Q,41.70,41.70,39.00,40.90,40.95,39.95,25,1438,57248.00,
515018,REG.CERAMIC ,T ,Q,5.32,5.80,5.31,5.80,5.80,5.53,9,3010,16001.00,
515030,ASAHI IN.GLA,B ,Q,344.00,344.50,334.30,336.70,336.70,346.65,150,10146,3442089.00,
515037,MURD.CERAM  ,B ,Q,43.50,43.55,41.00,41.15,41.00,42.80,124,19413,809186.00,
515043,SAINT-GOBAIN,X ,Q,62.30,63.40,61.15,61.40,61.40,62.35,396,71324,4423590.00,
515055,ANANTRAJ    ,B ,Q,61.00,61.60,58.00,58.75,58.75,60.15,809,157113,9323228.00,
515059,MADHUS.IND. ,X ,Q,19.75,19.75,19.70,19.70,19.70,19.70,2,314,6185.00,
515081,SRIVAJRA GRA,P ,Q,3.30,3.30,3.30,3.30,3.30,3.47,2,1100,3630.00,
515085,RESTILE CER.,X ,Q,7.99,7.99,7.62,7.62,7.62,7.99,6,1225,9741.00,
515093,MADHAV MARB.,B ,Q,65.90,67.50,63.05,63.25,63.05,66.20,49,6016,392465.00,
515127,RAMASIGNS   ,X ,Q,21.00,21.00,18.10,18.15,20.35,19.25,5,104,1892.00,
515147,HALDYN GLASS,X ,Q,42.00,42.00,41.25,41.45,41.45,42.05,161,82500,3422334.00,
516003,SARDA PLY.  ,ST,Q,160.00,160.00,153.60,154.80,153.60,161.65,18,1612,251465.00,
516007,MANGALAM TIM,B ,Q,34.15,34.65,32.50,32.90,33.20,34.05,43,4166,138451.00,
516016,SHREYANS IND,B ,Q,163.20,165.00,160.45,161.80,161.95,164.05,70,2852,464552.00,
516020,AGIO PAPER  ,X ,Q,4.85,4.85,4.85,4.85,4.85,5.10,2,500,2425.00,
516022,STAR PAPER  ,B ,Q,242.25,246.30,230.00,233.30,233.30,241.20,576,22033,5216682.00,
516030,YASH PAPERS ,X ,Q,76.40,76.55,72.10,73.40,74.10,73.85,468,98514,7290699.00,
516064,ARROWGREEN  ,B ,Q,427.30,435.05,412.00,414.50,416.95,431.00,184,3181,1342488.00,
516072,VISHNU CHEM ,T ,Q,365.00,365.00,345.00,346.40,346.40,350.00,9,129,45983.00,
516078,JUMBO BAG   ,Z ,Q,17.60,17.60,17.55,17.55,17.55,18.45,3,151,2652.00,
516082,N.R.AGARWAL ,B ,Q,474.00,474.00,455.05,463.60,467.00,473.85,140,4099,1896508.00,
516086,SH.RAJES.PAP,XT,Q,15.20,16.65,15.20,16.65,16.65,16.00,6,2900,44660.00,
516092,PUDMJEE IND ,B ,Q,16.00,16.44,15.45,15.86,15.98,14.90,214,50589,810688.00,
516096,SANGAL PAPER,XT,Q,132.05,132.05,132.05,132.05,132.05,138.95,3,60,7923.00,
516106,SH.KARTHIK P,X ,Q,18.70,19.50,18.70,18.80,18.70,18.70,39,17897,339117.00,
516108,S.I.PAPER   ,XT,Q,130.20,133.00,125.50,130.65,133.00,132.00,42,5875,750232.00,
516110,SCANDENT    ,XT,Q,21.90,21.90,21.90,21.90,21.90,23.05,1,1,21.00,
517015,VINDHYA TELE,B ,Q,1215.70,1221.00,1150.05,1155.60,1151.25,1209.95,330,2681,3180284.00,
517035,RUTTONSHA IN,X ,Q,57.50,59.85,54.35,56.30,56.30,57.15,74,6219,350074.00,
517041,ADORWELDING ,B ,Q,448.00,448.35,422.00,432.30,426.00,444.45,57,1241,545499.00,
517059,SALZER ELEC ,B ,Q,215.90,215.90,208.00,210.00,211.00,212.70,181,14160,2975964.00,
517063,JETINFOTRAN ,X ,Q,74.80,78.70,72.10,72.50,72.50,71.10,110,9940,738377.00,
517080,HIGHGROUND  ,B ,Q,12.60,12.60,11.97,11.97,11.97,12.60,168,105016,1271299.00,
517096,APLAB LTD.  ,XT,Q,23.20,23.20,21.00,21.00,21.00,22.10,12,1721,38608.00,
517119,PCS TECH    ,X ,Q,26.00,27.00,24.00,25.40,25.50,26.10,63,6345,155784.00,
517140,MOSER BEAR  ,T ,Q,4.55,4.65,4.45,4.53,4.50,4.68,86,69099,310287.00,
517146,USHA MART.LT,B ,Q,23.00,23.25,21.60,21.95,21.95,22.75,280,102650,2292693.00,
517164,ZENITH COMP.,XT,Q,1.99,1.99,1.88,1.99,1.99,1.90,5,2350,4456.00,
517166,SPEL SEMICON,X ,Q,14.84,14.84,14.00,14.29,14.25,14.35,34,14076,199717.00,
517168,SUBROS LTD. ,B ,Q,354.05,357.30,340.05,341.55,340.40,349.55,195,4065,1397647.00,
517174,HONEYWELL   ,B ,Q,16998.95,17112.95,16590.00,16724.45,16724.45,16929.00,120,287,4835522.00,
517206,LUMAX IND   ,B ,Q,2289.00,2330.00,2225.10,2232.05,2254.00,2262.35,158,927,2084672.00,
517214,SPICEMOBI   ,B ,Q,20.20,20.55,19.00,19.05,19.35,21.10,62,14091,272255.00,
517224,SUJANA INDUS,T ,Q,0.94,0.98,0.91,0.98,0.98,0.95,21,76397,70999.00,
517236,CALCOM VISIO,X ,Q,13.68,13.68,13.68,13.68,13.68,13.68,4,5700,77976.00,
517258,PRECISION EL,XT,Q,35.00,35.00,35.00,35.00,35.00,35.00,1,40,1400.00,
517271,HBL P SYS   ,B ,Q,58.00,59.00,56.20,56.75,56.75,57.55,610,109951,6351992.00,
517288,GUJARATPOLY ,XT,Q,16.69,16.69,16.65,16.69,16.69,15.90,31,3962,66058.00,
517300,GUJ.IND.POW.,B ,Q,123.00,124.30,116.00,120.10,120.10,122.55,233,62364,7464736.00,
517330,CMI LTD.    ,B ,Q,264.45,264.45,248.85,251.10,251.10,259.00,180,5041,1282221.00,
517334,MOTHERSON SS,A ,Q,348.00,348.00,320.00,326.00,326.00,341.70,7271,3184768,1032417497.00,
517344,MINDTECK (I),B ,Q,72.90,72.90,66.70,67.15,67.15,68.70,65,2287,155810.00,
517354,HAVELLSINDIA,A ,Q,518.60,520.75,500.00,504.65,504.65,515.55,3084,141036,72372594.00,
517356,ACI INFOCOM ,ST,Q,4.84,4.84,4.84,4.84,4.84,4.84,2,250,1210.00,
517370,INCAP LTD.  ,XT,Q,101.45,101.45,96.45,97.10,97.10,101.45,10,597,58852.00,
517372,GUJ.INTRUX  ,X ,Q,113.00,119.85,112.10,118.00,118.00,115.75,28,2929,345006.00,
517380,IGARSHI MOT ,B ,Q,818.85,836.00,811.00,829.75,828.00,812.55,99,1207,988072.00,
517385,SYMPHONY    ,A ,Q,1781.25,1781.60,1734.50,1749.70,1755.00,1758.30,170,798,1400882.00,
517393,VINTRON INF.,XT,Q,0.56,0.60,0.56,0.60,0.60,0.58,3,1500,880.00,
